Region,Site,Patch_id,Species,Patch_coord_lat,Patch_coord_lon,iso_18O_all,iso_13C_all,prod,bowen_18O_annual,bowen_18O_AprSep,bowen_18O_JanApr,bowen_18O_annual.w,bowen_18O_AprSep.w,bowen_18O_JanApr.w,HWT_end_season,elevation,avt,evap,precip,samp_year
Japan (NE),East Ochiishi Mire,2,S.magellanicum,43.20111,145.51981,21.30560858,-29.80889705,41.290870485,-9.522309979,-8.1341784,-10.89877176,-9.109934805,-8.051386693,-10.33842707,18.7,47,14.0102020268333,498.48788128,567.66645422,2013
Japan (NE),East Ochiishi Mire,3,S.magellanicum,43.20111,145.51981,21.52996965,-29.71945748,274.1641897,-9.522309979,-8.1341784,-10.89877176,-9.109934805,-8.051386693,-10.33842707,12.3,566,14.0102020268333,498.48788128,567.66645422,2013
"Canada, AB",Wandering River_Control,2,S.magellanicum,55.353942,-112.517692,15.0105,-29.5498,,-19.49440765,-15.47711309,-23.79066324,-18.01925187,-14.97572312,-23.45657407,,566,12.7909077958333,441.28070593,363.93492753,2014
China,Hani,2,S.magellanicum,42.22444444,126.5188611,17.0078,-30.9161,,-12.02024579,-10.1827,-14.19780755,-10.58386255,-10.10246168,-13.71269599,25.95,895,16.292667643,487.10303329,518.26978876,2014
China,Hani,4,S.magellanicum,42.22458333,126.5187222,17.3039,-29.3204,,-12.02024579,-10.1827,-14.19780755,-10.58386255,-10.10246168,-13.71269599,28.18,895,16.292667643,487.10303329,518.26978876,2014
China,Hani,2,S.fuscum,42.22777778,126.5189444,19.4322,-27.014,,-12.02024579,-10.1827,-14.19780755,-10.58386255,-10.10246168,-13.71269599,20.84,894,16.292667643,487.10303329,518.26978876,2014
China,Hani,5,S.fuscum,42.22655556,126.5194167,19.8769,-29.0257,,-12.02024579,-10.1827,-14.19780755,-10.58386255,-10.10246168,-13.71269599,32.46,721,16.292667643,487.10303329,518.26978876,2014
China,Mangui,1,S.magellanicum,52.23944444,122.4344444,17.9829,-29.351,,-17.13990037,-13.17009862,-21.24261713,-13.41740208,-12.74877786,-18.5943259,8.9,719,11.0021453851667,526.80696873,511.6838992,2014
China,Mangui,2,S.magellanicum,52.23952778,122.4345278,17.7034,-28.6668,,-17.13990037,-13.17009862,-21.24261713,-13.41740208,-12.74877786,-18.5943259,8.675,720,11.0021453851667,526.80696873,511.6838992,2014
China,Mangui,2,S.fuscum,52.32711111,122.4428611,18.7434,-29.1695,,-17.14412498,-13.18330177,-21.19556427,-13.62424449,-12.84492704,-18.54873806,49.35,764,12.0563700355,454.52459783,454.88545372,2014
China,Mangui,4,S.fuscum,52.32713889,122.4430278,17.2892,-28.9299,,-17.14412498,-13.18330177,-21.19556427,-13.62424449,-12.84492704,-18.54873806,27.075,764,12.0563700355,454.52459783,454.88545372,2014
"USA, Interior Alaska, Healy",CiPEHR,2,S.fuscum,63.88202,-149.2269,14.7624,-28.104,10.8987968833333,-21.31286224,-18.36019421,-24.48531866,-19.75138158,-17.80036962,-24.65516673,34,671,7.612440999,384.806340135,676.56377435,2014
"USA, Interior Alaska, Healy",CiPEHR,2,S.magellanicum,63.88202,-149.2269,14.2852,-30.237,8.938428875,-21.31286224,-18.36019421,-24.48531866,-19.75138158,-17.80036962,-24.65516673,34,671,7.612440999,384.806340135,676.56377435,2014
